nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,orientation_sexuelle,nb_enfants,quotient_caf,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret
Turner,Melissa,74,172.9,65.2,F,non,doctorat,Auvergne-Rhône-Alpes,non,non,hom,0,350.5,827,marié,2.0,0.19,2023-08-11,463.0,235.13,500.0
Clark,Deborah,57,174.0,57.5,H,non,bac,Occitanie,non,non,het,2,116.9,3985,marié,,0.89,2020-05-02,,,500.0
Rose,Kim,54,156.1,73.9,F,non,aucun,Occitanie,non,non,hom,2,293.7,2494,célibataire,1.0,0.22,2023-04-07,,,500.0
Howard,Omar,42,170.8,69.3,H,oui,master,Auvergne-Rhône-Alpes,oui,oui,het,0,66.4,2631,marié,,0.19,2023-04-21,,623.28,845.380781844354
Mclean,Maurice,57,162.3,78.4,H,oui,bac,Bretagne,non,non,het,0,430.1,3235,,,0.47,2022-04-07,311.0,1050.39,500.0
Nixon,Adam,26,165.5,50.5,H,oui,aucun,Île-de-France,oui,non,hom,5,232.1,2151,marié,4.0,0.01,2023-02-05,539.0,,500.0
Ewing,Lisa,42,156.5,34.4,F,non,bac+2,Corse,oui,non,het,0,165.3,4460,marié,,0.59,2020-12-25,,,500.0
Matthews,Kendra,18,158.5,78.9,H,non,aucun,Île-de-France,oui,oui,het,-1,327.1,2175,divorcé,4.0,0.87,2024-04-09,,,500.0
Torres,Nicole,19,155.9,61.2,H,oui,bac+2,Corse,non,oui,het,0,129.4,1756,,,0.68,2024-02-07,632.0,,500.0
Ramsey,Christopher,69,176.0,89.2,F,oui,master,Auvergne-Rhône-Alpes,oui,non,het,2,319.7,3377,veuf,,0.28,2020-09-22,585.0,892.37,3215.497307902957
Jenkins,Martin,52,165.1,58.7,H,oui,bac,Hauts-de-France,oui,non,het,0,167.5,3987,,,0.96,2021-07-27,556.0,10000.0,500.0
Keller,Kenneth,24,155.3,99.2,F,oui,bac,Hauts-de-France,non,oui,het,0,447.0,1469,veuf,4.0,0.58,2022-02-25,608.0,,500.0
Peck,Mary,50,162.9,87.5,F,oui,master,Provence-Alpes-Côte d’Azur,non,oui,het,1,302.7,1073,veuf,,0.61,2021-03-21,461.0,,14982.85060155118
Underwood,Robert,47,166.5,68.8,F,oui,bac+2,Normandie,non,non,het,3,276.3,2439,veuf,3.0,0.84,2021-09-16,392.0,889.67,500.0
Hunter,Jacqueline,60,174.8,53.8,H,oui,master,Corse,oui,oui,het,0,59.1,2843,marié,4.0,0.18,2025-03-20,,5000.0,500.0
Jones,Holly,32,161.5,60.0,F,non,bac+2,Bretagne,oui,oui,het,2,215.5,1915,célibataire,,0.07,2021-06-09,677.0,5000.0,2473.286745632146
Stone,Elizabeth,49,171.4,70.7,F,oui,doctorat,Normandie,oui,oui,het,0,228.7,1098,,,0.62,2024-10-24,705.0,5000.0,903.6604111815639
Johnston,Jeffrey,64,165.5,69.9,H,oui,master,Auvergne-Rhône-Alpes,non,non,het,0,125.0,1140,marié,,0.04,2023-01-30,,,500.0
Thomas,Richard,57,154.4,86.4,H,non,bac,Provence-Alpes-Côte d’Azur,non,non,het,1,319.0,1726,marié,,0.17,2023-06-03,,759.02,500.0
Schroeder,Stephen,66,173.6,53.2,F,non,bac,Occitanie,non,oui,het,2,229.4,1636,,5.0,0.89,2020-06-26,,438.2,3322.891588196613
Meyer,Oscar,69,186.3,43.6,F,oui,aucun,Hauts-de-France,non,oui,het,-1,377.1,2809,,5.0,0.69,2025-02-15,,936.71,500.0
Adams,John,38,169.4,69.0,H,oui,bac,Normandie,oui,non,hom,3,248.0,1820,célibataire,,0.82,2023-09-15,316.0,748.53,500.0
Johnson,Carrie,27,154.3,63.0,F,non,doctorat,Corse,non,oui,het,2,44.5,2896,divorcé,,0.12,2021-04-13,829.0,,12590.610502570107
Kim,Cynthia,50,152.2,50.1,H,oui,bac,Bretagne,non,non,het,3,214.0,3640,marié,0.0,0.52,2023-11-26,,,8646.421141206047
Henry,Frank,74,179.7,73.2,H,oui,bac+2,Corse,oui,oui,het,3,252.8,2725,veuf,,0.52,2020-03-31,,,5016.2381794916955
Watson,Devin,34,155.8,44.3,F,oui,bac+2,Auvergne-Rhône-Alpes,non,non,het,1,306.4,2662,divorcé,0.0,0.06,2021-04-28,585.0,10000.0,500.0
Williamson,Joshua,31,164.3,60.1,F,oui,bac+2,Normandie,oui,non,het,1,24.9,1813,marié,,0.82,2024-11-29,513.0,10000.0,500.0
Cole,Mikayla,42,163.7,41.7,H,non,bac,Bretagne,oui,oui,het,3,321.2,2365,marié,3.0,0.17,2021-05-25,,5000.0,13188.950797939699
Taylor,Joseph,52,171.6,59.3,H,oui,bac+2,Occitanie,non,oui,het,0,353.1,4419,marié,,0.49,2023-03-19,,10000.0,16649.810106055953
Cross,Raymond,59,182.6,64.6,F,oui,master,Provence-Alpes-Côte d’Azur,oui,oui,hom,3,319.0,2512,veuf,,0.28,2021-03-06,559.0,10000.0,29846.689149602393
Malone,Jessica,23,152.1,75.5,H,oui,bac+2,Bretagne,oui,non,het,0,194.3,3414,,,0.57,2023-09-24,,,500.0
Hall,Carlos,28,173.7,69.3,F,oui,bac,Hauts-de-France,oui,oui,het,4,199.3,3693,célibataire,5.0,0.21,2023-01-18,394.0,5000.0,18943.397856928983
West,Kaitlin,42,163.6,89.4,H,oui,aucun,Corse,non,non,het,0,367.3,3326,célibataire,,0.4,2020-07-19,676.0,,500.0
Nelson,Andre,53,167.1,83.2,H,non,doctorat,Hauts-de-France,oui,non,het,0,194.0,2419,veuf,,0.46,2022-02-28,427.0,5000.0,500.0
Richardson,David,31,167.0,81.7,H,non,bac,Normandie,non,oui,hom,5,220.3,3375,divorcé,5.0,0.85,2024-01-04,,964.39,27246.048680200467
Wu,Maria,63,161.5,46.5,F,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,hom,0,196.9,2949,veuf,0.0,0.43,2025-02-10,,5000.0,3281.6348740817803
Stewart,Nicholas,30,164.6,56.9,F,oui,bac+2,Occitanie,non,non,het,0,222.8,3049,,5.0,0.23,2024-12-14,746.0,,500.0
Parsons,Andrea,47,158.2,53.8,F,non,bac,Auvergne-Rhône-Alpes,oui,non,het,2,352.6,1813,marié,5.0,0.72,2024-04-13,,10000.0,500.0
Walls,Jacob,64,173.9,77.6,H,non,doctorat,Auvergne-Rhône-Alpes,non,non,het,3,362.2,3553,célibataire,,0.9,2022-12-20,617.0,,18396.817149513532
Boone,Holly,29,166.6,74.5,F,oui,master,Île-de-France,non,non,het,0,233.4,2824,célibataire,,0.9,2021-12-26,,10000.0,500.0
Smith,Karen,68,186.6,65.8,F,non,doctorat,Bretagne,oui,non,het,3,87.9,5420,,0.0,0.73,2020-05-09,,10000.0,1006.9230557367777
Parker,Joseph,73,166.2,80.8,F,oui,aucun,Île-de-France,non,oui,het,3,183.6,2411,divorcé,4.0,0.55,2023-08-22,725.0,,24784.266883097025
Zimmerman,Christine,37,174.1,80.1,H,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,het,4,199.6,2602,célibataire,1.0,0.97,2024-08-13,,,28883.002525948483
Stone,Elizabeth,63,159.9,84.4,H,non,doctorat,Occitanie,non,non,het,1,389.0,1307,veuf,3.0,0.59,2020-07-14,431.0,,500.0
Rush,Yolanda,65,167.4,77.0,H,oui,aucun,Auvergne-Rhône-Alpes,non,oui,het,0,41.0,2852,marié,0.0,0.69,2022-04-26,592.0,,10198.363178137584
Riddle,Philip,40,173.9,61.8,F,oui,bac,Normandie,oui,non,het,0,286.3,4189,divorcé,,0.59,2020-06-21,382.0,5000.0,500.0
Oneal,David,46,171.1,86.7,F,non,doctorat,Normandie,non,oui,het,1,145.2,3249,marié,3.0,0.23,2023-10-06,,10000.0,14402.886185601194
Lowery,Laura,40,165.3,73.3,F,non,aucun,Occitanie,oui,non,het,1,170.8,1680,célibataire,3.0,0.67,2022-07-13,539.0,5000.0,500.0
Byrd,Nicole,50,184.0,92.4,H,non,aucun,Corse,non,non,hom,4,234.9,3497,divorcé,3.0,0.25,2025-02-22,,10000.0,500.0
Nunez,Derrick,56,171.3,81.5,H,oui,bac,Normandie,oui,oui,het,5,279.9,2853,,0.0,0.8,2024-02-01,304.0,5000.0,23722.26580583202
Reyes,Anita,29,180.8,73.1,H,non,doctorat,Normandie,oui,non,het,2,287.6,1414,marié,,0.59,2021-12-14,652.0,5000.0,500.0
Jackson,Joann,42,158.3,51.3,F,oui,master,Provence-Alpes-Côte d’Azur,non,non,het,1,201.3,2640,divorcé,0.0,0.54,2020-01-18,,10000.0,500.0
Jackson,John,50,164.0,55.6,H,oui,bac,Bretagne,oui,oui,het,1,222.9,3497,marié,3.0,0.18,2023-05-06,,718.42,3696.4558821443143
Mcgee,Craig,39,170.1,90.9,H,non,doctorat,Provence-Alpes-Côte d’Azur,oui,non,het,1,370.1,2432,,3.0,0.18,2022-04-23,,,500.0
Duncan,Charlotte,29,160.3,68.7,H,oui,master,Corse,oui,oui,het,4,315.9,1750,divorcé,2.0,0.29,2023-09-21,635.0,10000.0,28245.539320819084
Chung,Michael,60,164.6,68.9,H,non,bac,Normandie,oui,oui,het,2,145.7,3398,veuf,4.0,0.43,2024-08-16,,10000.0,500.0
Burns,Keith,51,166.5,77.4,F,oui,bac+2,Occitanie,oui,non,het,-1,382.5,4067,célibataire,1.0,0.34,2021-04-14,,5000.0,500.0
Fisher,Allison,58,165.9,39.0,H,non,bac,Occitanie,oui,oui,het,2,185.3,3224,veuf,,1.0,2024-04-19,,759.23,4690.676084382705
Phillips,Brenda,39,171.0,54.4,H,non,master,Corse,non,oui,het,4,267.7,2752,,5.0,0.64,2022-02-13,315.0,5000.0,21776.195950314042
Lopez,Christopher,38,178.8,84.8,F,oui,bac,Occitanie,non,non,het,5,336.7,2855,veuf,3.0,0.92,2020-01-02,609.0,10000.0,9161.957655973314
Johnson,Jared,24,170.1,70.2,H,oui,master,Hauts-de-France,oui,oui,het,0,168.5,1476,marié,,0.78,2020-03-08,523.0,5000.0,583.861397509983
Smith,Donald,73,172.7,75.6,F,non,aucun,Bretagne,non,non,het,3,181.6,1606,célibataire,2.0,0.72,2024-06-20,564.0,,500.0
Dunn,Brianna,64,175.9,70.1,H,oui,bac+2,Occitanie,oui,oui,het,3,305.1,2241,veuf,,0.25,2025-01-31,303.0,,20031.770573995793
Edwards,Kimberly,60,169.6,71.7,F,non,doctorat,Corse,oui,oui,het,0,307.8,4176,célibataire,,0.77,2020-01-30,762.0,,9010.07177278188
Morris,Raymond,66,168.7,82.2,F,oui,master,Corse,oui,oui,het,0,294.2,1144,divorcé,4.0,0.8,2020-06-26,,10000.0,500.0
Cook,Beth,75,156.9,66.6,F,non,master,Hauts-de-France,oui,oui,hom,2,435.2,2434,célibataire,,0.26,2023-01-25,824.0,5000.0,8870.986862595675
Hudson,Cynthia,47,156.5,55.1,F,non,master,Bretagne,oui,oui,hom,3,258.9,2979,veuf,4.0,0.54,2025-05-05,679.0,,25220.30067830573
French,Robert,68,171.3,95.5,F,oui,doctorat,Corse,oui,oui,het,2,258.8,2617,veuf,5.0,0.95,2025-05-03,576.0,,5687.576780110145
Graham,Manuel,60,174.1,51.0,F,non,bac+2,Corse,non,non,het,2,168.1,2001,,,0.19,2022-10-31,,10000.0,500.0
Jones,Mark,37,166.0,102.3,H,non,bac+2,Bretagne,non,oui,het,0,319.5,2136,,0.0,0.23,2022-05-26,,547.05,2443.149835288291
Dennis,Catherine,56,156.2,43.2,H,non,master,Hauts-de-France,non,oui,het,4,212.2,3732,marié,,0.1,2022-06-16,567.0,533.88,32184.021068126487
Velasquez,Marissa,57,182.5,79.1,F,oui,bac+2,Île-de-France,non,non,het,0,217.4,670,,,0.39,2021-02-12,,,500.0
Robertson,Laurie,52,179.4,73.0,H,oui,bac,Hauts-de-France,oui,non,het,1,116.3,1847,marié,3.0,0.63,2024-06-10,,10000.0,500.0
Watson,Jeremiah,55,150.7,84.6,F,non,bac,Hauts-de-France,non,oui,het,0,161.9,3615,divorcé,,0.14,2021-01-15,,,500.0
Taylor,Jason,74,152.9,81.7,F,non,master,Île-de-France,oui,oui,het,1,412.6,2083,,,0.27,2021-06-21,830.0,5000.0,7153.293124327681
Adams,Ariana,61,179.3,62.3,F,non,aucun,Corse,non,oui,het,2,359.9,1791,marié,,0.77,2022-12-25,559.0,10000.0,500.0
Bryant,Heidi,43,171.1,67.7,H,oui,bac+2,Hauts-de-France,oui,oui,het,0,274.4,3026,,5.0,0.53,2021-05-17,,10000.0,716.5005766747818
Marshall,Lucas,30,172.2,52.6,F,oui,doctorat,Corse,non,oui,het,0,159.3,4259,célibataire,4.0,0.24,2025-01-12,,,19299.06934190612
Tran,Brittany,72,148.1,65.7,H,non,bac+2,Île-de-France,non,oui,het,1,175.2,572,célibataire,,0.74,2023-04-14,,,13647.890590030851
Cox,Jasmine,55,152.7,83.0,F,oui,master,Hauts-de-France,oui,non,het,4,318.4,1182,divorcé,0.0,0.15,2021-06-26,,,500.0
Fitzgerald,Raymond,66,162.1,49.4,H,non,master,Bretagne,oui,non,het,3,334.1,3357,célibataire,4.0,0.01,2021-01-31,,934.6,500.0
Duffy,William,47,169.9,87.7,H,non,doctorat,Île-de-France,oui,oui,het,2,366.4,1628,veuf,0.0,0.7,2022-12-14,637.0,10000.0,27274.484086881756
Lopez,Jeremy,25,167.9,63.7,F,non,master,Auvergne-Rhône-Alpes,non,oui,hom,1,208.0,3153,divorcé,,0.02,2021-06-22,,,17874.235500223538
Huffman,Jon,62,168.1,90.1,F,oui,bac+2,Provence-Alpes-Côte d’Azur,non,non,het,0,315.3,500,,4.0,0.2,2023-08-07,835.0,,500.0
Clark,Amy,41,163.7,62.1,H,non,bac,Normandie,non,oui,het,4,227.4,860,,3.0,0.24,2024-07-02,445.0,10000.0,10000.399217941696
Evans,Travis,23,168.5,52.7,F,oui,bac,Occitanie,non,non,hom,-1,257.4,3918,,4.0,0.43,2021-09-22,,288.31,500.0
Brooks,Mary,18,169.3,84.6,H,non,doctorat,Occitanie,oui,oui,het,0,294.9,2325,marié,3.0,0.54,2023-02-20,426.0,,6660.14056018698
Shields,Michael,37,168.7,77.6,H,oui,doctorat,Occitanie,oui,oui,het,0,249.0,2424,divorcé,4.0,0.91,2022-11-07,,199.96,10358.698231307524
Flynn,Candice,61,181.0,91.6,H,oui,aucun,Île-de-France,non,non,het,1,177.1,1177,veuf,0.0,0.13,2024-05-18,,,500.0
Lowery,Kelly,19,188.2,98.6,F,oui,doctorat,Auvergne-Rhône-Alpes,oui,non,het,1,228.1,3333,,,0.55,2023-04-14,818.0,10000.0,500.0
Smith,Tony,38,180.6,70.8,H,non,bac+2,Corse,oui,oui,het,2,231.7,2013,célibataire,,0.38,2023-08-14,766.0,5000.0,500.0
Sullivan,Lisa,73,154.0,73.6,H,oui,bac+2,Hauts-de-France,non,oui,het,2,158.5,1008,veuf,,0.43,2024-04-20,785.0,5000.0,8690.736090286338
Elliott,Rebecca,70,176.7,50.3,H,oui,master,Île-de-France,non,oui,het,3,203.6,2589,marié,3.0,0.84,2020-02-24,,,37861.40470803715
Foley,Laura,44,157.1,82.8,H,non,master,Auvergne-Rhône-Alpes,oui,oui,het,0,167.5,3327,,,0.56,2023-10-20,706.0,,18104.3166305608
Wilson,Isaiah,52,163.4,49.1,F,non,doctorat,Normandie,oui,oui,het,2,234.5,2265,célibataire,,0.79,2022-12-07,,5000.0,3657.401228111487
Holmes,Jeffery,72,178.5,52.1,H,oui,bac,Île-de-France,oui,non,het,3,30.0,1304,veuf,2.0,0.54,2023-09-27,,,500.0
Torres,Ashley,67,169.0,77.5,H,non,aucun,Normandie,non,oui,het,2,202.9,5373,,,0.57,2022-02-01,600.0,5000.0,22686.38796973951
Hall,Sharon,32,155.3,53.2,F,oui,master,Hauts-de-France,non,oui,het,2,290.4,3994,veuf,4.0,0.41,2024-05-18,843.0,10000.0,30128.401664507113
Huerta,Corey,47,170.2,71.4,F,non,master,Occitanie,non,oui,het,3,322.6,500,,4.0,0.77,2024-06-20,361.0,362.54,11148.977351931548
Ortega,Jonathan,67,177.6,96.4,H,non,doctorat,Île-de-France,oui,oui,het,0,197.1,1889,célibataire,,0.25,2023-08-28,686.0,,13779.780630074538
Ayala,Kevin,19,170.6,59.3,H,oui,bac,Occitanie,non,non,het,2,273.9,3257,,3.0,0.97,2024-10-26,471.0,10000.0,500.0
York,Sydney,18,175.8,50.0,F,oui,bac,Corse,oui,oui,het,3,211.5,2684,célibataire,,0.02,2024-12-02,,10000.0,894.7211645358885
Lee,Brian,46,175.3,97.6,F,oui,master,Île-de-France,oui,non,het,3,133.3,2238,veuf,,1.0,2020-02-21,,,500.0
Thompson,Julie,42,172.7,49.3,F,oui,bac,Hauts-de-France,oui,non,hom,3,378.8,859,marié,0.0,0.88,2022-01-13,,5000.0,500.0
Ortiz,Brian,23,180.8,62.6,F,non,bac,Île-de-France,non,non,het,3,208.1,2345,veuf,,0.46,2025-04-29,,1287.22,500.0
Mitchell,Ashley,37,167.9,50.9,F,non,aucun,Hauts-de-France,oui,oui,het,6,14.1,4248,divorcé,3.0,0.05,2024-02-03,393.0,,500.0
Newton,Melanie,24,173.9,69.0,H,non,bac+2,Provence-Alpes-Côte d’Azur,non,oui,het,3,104.2,1816,divorcé,2.0,0.39,2024-09-13,,10000.0,18275.316589626793
Smith,Edward,20,158.8,75.2,H,non,doctorat,Normandie,oui,non,hom,4,384.4,5219,marié,0.0,0.3,2020-06-17,822.0,470.14,11841.751560671493
Hinton,Sharon,26,169.7,59.1,H,oui,bac+2,Corse,non,non,het,1,84.1,2438,veuf,,0.92,2024-11-01,826.0,534.54,500.0
Moore,Jason,72,171.5,74.2,H,oui,aucun,Hauts-de-France,non,oui,het,1,57.5,2713,célibataire,,0.29,2025-01-11,,,500.0
Cervantes,Alicia,52,185.2,96.3,F,non,master,Normandie,oui,non,het,0,190.1,2620,,,0.12,2022-07-26,314.0,651.83,500.0
Hill,Joshua,30,172.2,58.9,F,oui,aucun,Occitanie,oui,non,het,4,505.4,604,veuf,,0.61,2022-04-12,,5000.0,500.0
Lawson,Isabella,44,178.7,70.3,H,non,bac,Île-de-France,oui,oui,het,2,456.4,3412,célibataire,,0.62,2023-01-22,,10000.0,6462.707876207452
Miller,David,36,178.4,57.2,F,oui,master,Normandie,non,oui,het,1,242.9,3080,veuf,2.0,0.77,2022-03-22,343.0,1011.31,8602.281314319243
Mcbride,Laura,30,172.2,59.6,F,oui,master,Île-de-France,oui,oui,het,1,286.2,1872,veuf,2.0,0.0,2020-12-01,,5000.0,20762.04763200653
Grant,Alisha,74,171.8,96.0,H,oui,aucun,Hauts-de-France,oui,oui,het,0,308.7,4098,,,0.01,2022-01-29,,,500.0
Aguilar,Jacob,39,178.0,77.3,F,non,aucun,Auvergne-Rhône-Alpes,non,non,hom,3,359.7,4170,divorcé,5.0,0.29,2022-03-23,,840.6,500.0
Harris,Laura,34,182.0,54.6,H,non,doctorat,Occitanie,non,non,het,3,286.7,2051,marié,,0.99,2023-10-22,765.0,679.75,6516.240427566106
Singh,Cheryl,73,169.0,59.4,F,oui,bac,Île-de-France,non,oui,het,3,375.3,1724,célibataire,2.0,0.36,2023-09-26,,878.32,19946.552490422822
Barr,Jose,54,178.2,39.4,F,non,aucun,Auvergne-Rhône-Alpes,non,oui,hom,3,110.3,1207,marié,,0.0,2023-06-26,449.0,5000.0,500.0
Lewis,Trevor,65,196.0,92.0,F,oui,aucun,Hauts-de-France,oui,oui,hom,1,152.0,2747,célibataire,,0.09,2021-06-15,456.0,10000.0,500.0
Burke,James,50,176.5,75.0,F,non,bac,Occitanie,non,non,het,0,178.1,2927,divorcé,,0.7,2025-02-17,,1648.05,500.0
Wallace,Michele,45,185.7,88.8,H,oui,bac+2,Bretagne,oui,oui,het,2,267.0,3213,célibataire,,0.16,2020-02-02,747.0,507.96,18364.338686233077
Arnold,Mark,24,153.5,70.4,F,non,bac+2,Normandie,oui,non,het,1,158.2,664,veuf,,0.83,2024-07-06,473.0,5000.0,500.0
Howell,Heather,75,163.0,57.5,F,non,master,Normandie,non,non,het,2,292.2,2919,marié,,0.8,2021-04-17,,10000.0,500.0
Kennedy,Elizabeth,24,169.2,86.6,H,non,master,Île-de-France,oui,non,het,3,186.1,2245,,,0.37,2022-07-14,490.0,10000.0,500.0
Wood,Sean,26,180.1,50.2,F,non,aucun,Normandie,oui,non,het,2,203.1,3441,,,0.3,2023-02-11,684.0,5000.0,500.0
Campbell,Lindsay,41,168.1,94.3,F,non,master,Normandie,oui,non,het,2,292.6,3470,célibataire,3.0,0.25,2022-07-02,,,500.0
Clark,Amy,25,157.7,72.3,H,non,aucun,Hauts-de-France,oui,oui,het,1,223.6,500,veuf,2.0,0.14,2022-07-17,,724.43,500.0
Wu,Patrick,42,174.7,63.6,H,non,bac,Auvergne-Rhône-Alpes,non,non,het,0,196.2,2739,marié,,0.51,2021-09-16,356.0,174.16,500.0
James,Cheryl,56,169.8,72.5,F,non,master,Île-de-France,non,oui,het,0,375.6,4756,,,0.92,2024-06-19,,594.3,22304.853953307073
Rice,Wanda,33,174.9,74.0,H,non,aucun,Normandie,non,oui,het,3,404.2,792,veuf,5.0,0.3,2024-04-22,,537.57,5199.849124906785
Good,Leah,73,164.7,62.7,F,oui,master,Provence-Alpes-Côte d’Azur,oui,oui,het,2,418.6,5556,divorcé,,0.45,2020-02-25,,,28675.448682634993
Hensley,Heidi,37,198.5,73.6,H,non,doctorat,Normandie,oui,oui,het,2,172.5,1377,,,0.23,2022-08-29,464.0,5000.0,7165.531163392026
Thompson,Connor,48,159.5,69.8,F,non,master,Île-de-France,non,non,het,0,320.2,1809,,4.0,0.77,2022-12-08,,10000.0,500.0
Smith,Kelly,69,163.7,82.4,H,non,master,Normandie,non,non,het,1,135.8,2699,célibataire,2.0,0.79,2020-03-10,440.0,10000.0,500.0
Thomas,Alan,21,180.1,63.6,H,oui,bac,Occitanie,non,oui,het,2,242.6,3223,veuf,3.0,0.81,2025-04-07,,5000.0,25378.199465116406
Gallegos,Anne,45,184.5,73.9,H,non,bac+2,Occitanie,non,oui,het,1,146.6,991,marié,1.0,0.27,2025-02-25,,10000.0,4510.160307914433
Rodriguez,Garrett,41,170.6,47.0,H,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,het,3,157.5,2069,divorcé,1.0,0.91,2024-05-15,814.0,599.31,30999.598337532614
Burton,Adrian,37,168.9,74.8,F,oui,master,Auvergne-Rhône-Alpes,oui,non,het,3,352.4,1973,divorcé,,0.08,2025-03-09,583.0,5000.0,500.0
Powell,Daniel,20,183.6,73.6,F,oui,bac,Hauts-de-France,non,oui,het,3,105.2,2015,veuf,,0.01,2021-03-01,685.0,5000.0,11431.716089092934
Bender,Gary,42,173.4,52.0,F,oui,bac,Bretagne,non,oui,het,1,139.5,2722,célibataire,2.0,0.79,2021-08-14,,962.23,4423.613159867824
Webb,Caleb,35,159.5,83.4,F,oui,bac+2,Corse,oui,oui,het,2,286.1,500,divorcé,3.0,0.97,2022-03-12,,5000.0,500.0
Paul,Shannon,66,156.9,42.8,F,oui,doctorat,Corse,non,non,het,2,384.5,500,divorcé,2.0,0.11,2020-02-01,758.0,745.94,500.0
Dawson,Jodi,74,166.4,51.4,H,oui,aucun,Normandie,non,non,hom,2,88.2,2712,divorcé,,0.19,2023-06-24,626.0,1289.25,500.0
Reese,Frank,22,176.6,80.0,F,oui,doctorat,Normandie,oui,non,het,1,419.6,2440,célibataire,,0.21,2021-01-13,746.0,10000.0,500.0
Munoz,Adrian,46,182.2,70.8,H,non,bac+2,Auvergne-Rhône-Alpes,non,oui,hom,0,357.1,3370,,,0.47,2024-06-29,,5000.0,9167.02506709599
Parker,Phillip,37,172.9,72.1,F,oui,aucun,Occitanie,oui,oui,het,3,250.7,2729,divorcé,5.0,0.18,2024-03-19,534.0,730.0,500.0
Roy,Gregory,34,166.4,64.5,H,non,doctorat,Corse,non,oui,het,5,261.5,2950,célibataire,0.0,0.62,2021-05-16,421.0,,23054.474645013517
Rodgers,Angela,55,179.5,51.3,H,non,bac,Hauts-de-France,oui,non,het,3,173.8,2673,veuf,,0.03,2024-04-27,,447.74,500.0
Benson,Brian,56,170.7,88.8,H,non,bac+2,Auvergne-Rhône-Alpes,oui,oui,het,2,292.7,4040,marié,,0.23,2025-04-23,757.0,5000.0,16353.172023205609
Allen,Ryan,70,166.3,62.7,H,oui,bac,Normandie,non,oui,het,1,379.9,2583,divorcé,,0.71,2020-07-27,828.0,5000.0,20998.787276301944
Moses,Crystal,44,191.6,87.1,F,non,master,Normandie,non,non,het,3,374.2,4862,,5.0,0.27,2024-06-08,,889.95,500.0
Lee,Aaron,54,164.7,57.2,H,non,master,Provence-Alpes-Côte d’Azur,oui,oui,het,2,270.8,2967,veuf,3.0,0.8,2023-10-08,,,15609.119283184742
Greer,Timothy,60,160.8,40.6,H,non,bac,Hauts-de-France,oui,oui,het,1,232.6,3117,marié,0.0,0.64,2021-11-21,,5000.0,1396.6278358596358
Ward,Thomas,72,166.1,67.6,H,non,bac,Occitanie,non,oui,het,0,365.7,4075,divorcé,,0.39,2025-01-14,,10000.0,2036.6626313428008
Jimenez,Jack,21,157.6,71.9,H,non,bac,Corse,non,oui,hom,4,191.6,2363,veuf,0.0,0.12,2024-03-20,411.0,,8496.026611697731
Lawrence,Lance,74,177.3,44.4,H,oui,bac+2,Auvergne-Rhône-Alpes,non,non,het,1,166.3,1529,,,0.6,2024-01-17,,,500.0
Luna,Glenn,20,164.7,74.2,F,non,bac+2,Île-de-France,oui,oui,het,2,234.0,2702,célibataire,,0.51,2023-11-13,,,8653.87723597233
Pace,Angela,63,173.7,58.1,F,non,aucun,Auvergne-Rhône-Alpes,oui,oui,het,5,187.9,3465,célibataire,4.0,0.07,2021-10-31,431.0,5000.0,9149.161763578937
Williams,James,33,178.7,76.6,F,non,aucun,Corse,oui,oui,het,1,390.2,500,,2.0,0.01,2022-06-25,,5000.0,500.0
Shannon,Robert,29,168.6,81.5,H,oui,doctorat,Normandie,non,non,het,3,200.4,2991,divorcé,1.0,0.19,2021-02-26,,,2939.2455699221478
Marsh,Dale,23,146.5,55.7,H,non,doctorat,Normandie,oui,oui,het,3,234.5,3117,veuf,,0.06,2025-03-25,404.0,10000.0,15926.881690670398
Herman,Barbara,49,184.6,37.2,H,non,master,Bretagne,oui,oui,het,1,250.9,743,divorcé,,0.49,2022-11-30,383.0,386.39,3862.0474438554415
Hansen,Brian,71,169.6,87.2,F,non,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,het,3,155.8,4260,,,0.26,2024-06-05,,,27972.973830461804
White,Charles,40,165.8,74.6,F,oui,bac+2,Bretagne,non,oui,het,3,256.0,2347,célibataire,2.0,0.48,2020-03-25,,5000.0,22072.18711668109
Howard,Shane,19,157.2,66.5,H,non,master,Bretagne,oui,oui,het,0,335.3,3387,marié,5.0,0.95,2022-01-15,636.0,,6495.263182286487
Hansen,Marc,66,160.0,53.9,F,non,bac+2,Auvergne-Rhône-Alpes,non,oui,het,0,205.2,3596,veuf,1.0,0.78,2021-02-16,828.0,5000.0,20388.336637106462
Jackson,Jonathon,24,160.0,55.5,F,non,doctorat,Occitanie,oui,oui,het,1,269.6,1804,veuf,3.0,0.06,2022-08-23,,10000.0,2458.09129232636
Williams,Brian,29,174.7,77.1,H,non,bac,Auvergne-Rhône-Alpes,non,non,hom,1,324.1,2014,,,0.7,2022-07-04,825.0,,500.0
Smith,Beth,61,165.1,83.3,F,oui,bac,Île-de-France,oui,non,het,2,152.1,3038,veuf,5.0,0.94,2021-12-07,338.0,5000.0,500.0
